70,低俗小说,  Pulp Fiction,8.8,"
                            导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 约翰·特拉沃尔塔 John Tra...
                            1994 / 美国 / 剧情 喜剧 犯罪
                        ",https://movie.douban.com/subject/1291832/
71,剪刀手爱德华,  Edward Scissorhands,8.7,"
                            导演: Tim Burton   主演: 约翰尼·德普 Johnny Depp / 薇诺娜·瑞德 Winona ...
                            1990 / 美国 / 剧情 奇幻 爱情
                        ",https://movie.douban.com/subject/1292370/
72,拯救大兵瑞恩,  Saving Private Ryan,8.9,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...
                            1998 / 美国 / 剧情 历史 战争
                        ",https://movie.douban.com/subject/1292849/
73,让子弹飞,  让子弹飞一会儿    火烧云,8.7,"
                            导演: 姜文 Wen Jiang   主演: 姜文 Wen Jiang / 葛优 You Ge / 周润发 Yun-F...
                            2010 / 中国大陆 香港 / 剧情 喜剧 动作 西部
                        ",https://movie.douban.com/subject/3742360/
74,沉默的羔羊,  The Silence of the Lambs,8.7,"
                            导演: 乔纳森·戴米 Jonathan Demme   主演: 朱迪·福斯特 Jodie Foster / 安...
                            1991 / 美国 / 剧情 犯罪 惊悚
                        ",https://movie.douban.com/subject/1293544/
75,看不见的客人,  Contratiempo,8.7,"
                            导演: 奥里奥尔·保罗 Oriol Paulo   主演: 马里奥·卡萨斯 Mario Casas / 阿...
                            2016 / 西班牙 / 剧情 犯罪 悬疑 惊悚
                        ",https://movie.douban.com/subject/26580232/
76,蝴蝶效应,  The Butterfly Effect,8.7,"
                            导演: 埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber   主...
                            2004 / 美国 加拿大 / 剧情 悬疑 科幻 惊悚
                        ",https://movie.douban.com/subject/1292343/
77,入殓师,  おくりびと,8.8,"
                            导演: 泷田洋二郎 Yôjirô Takita   主演: 本木雅弘 Masahiro Motoki / ...
                            2008 / 日本 / 剧情
                        ",https://movie.douban.com/subject/2149806/
78,春光乍泄,  春光乍洩,8.8,"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 梁朝伟 Tony Leu...
                            1997 / 香港 日本 韩国 / 剧情 爱情 同性
                        ",https://movie.douban.com/subject/1292679/
79,大闹天宫,  大闹天宫 上下集    The Monkey King,9.3,"
                            导演: 万籁鸣 Laiming Wan / 唐澄 Cheng  Tang   主演: 邱岳峰 Yuefeng Qiu /...
                            1961(中国大陆) / 1964(中国大陆) / 1978(中国大陆) / 2004(中国大陆) / 中国大陆 / 动画 奇幻
                        ",https://movie.douban.com/subject/1418019/
80,末代皇帝,  The Last Emperor,9,"
                            导演: 贝纳尔多·贝托鲁奇 Bernardo Bertolucci   主演: 尊龙 John Lone / 陈...
                            1987 / 意大利 中国大陆 英国 法国 / 剧情 传记 历史
                        ",https://movie.douban.com/subject/1293172/
81,玛丽和马克思,  Mary and Max,8.9,"
                            导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette / 菲利...
                            2009 / 澳大利亚 / 剧情 动画
                        ",https://movie.douban.com/subject/3072124/
82,心灵捕手,  Good Will Hunting,8.8,"
                            导演: 格斯·范·桑特 Gus Van Sant   主演: 马特·达蒙 Matt Damon / 罗宾·...
                            1997 / 美国 / 剧情
                        ",https://movie.douban.com/subject/1292656/
83,阳光灿烂的日子,  In the Heat of the Sun,8.8,"
                            导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao
                            1994 / 中国大陆 香港 / 剧情
                        ",https://movie.douban.com/subject/1291875/
84,幽灵公主,  もののけ姫,8.8,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 松田洋治 Yôji Matsuda / 石田百合...
                            1997 / 日本 / 动画 奇幻 冒险
                        ",https://movie.douban.com/subject/1297359/
85,第六感,  The Sixth Sense,8.8,"
                            导演: M·奈特·沙马兰 M. Night Shyamalan   主演: 布鲁斯·威利斯 Bruce Wi...
                            1999 / 美国 / 剧情 悬疑 惊悚
                        ",https://movie.douban.com/subject/1297630/
86,布达佩斯大饭店,  The Grand Budapest Hotel,8.8,"
                            导演: 韦斯·安德森 Wes Anderson   主演: 拉尔夫·费因斯 Ralph Fiennes / ...
                            2014 / 美国 德国 英国 / 剧情 喜剧 冒险
                        ",https://movie.douban.com/subject/11525673/
87,重庆森林,  重慶森林,8.7,"
                            导演: 王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...
                            1994 / 香港 / 剧情 爱情
                        ",https://movie.douban.com/subject/1291999/
88,哈利·波特与魔法石,  Harry Potter and the Sorcerer's Stone,8.7,"
                            导演: Chris Columbus   主演: Daniel Radcliffe / Emma Watson / Rupert Grint
                            2001 / 美国 英国 / 奇幻 冒险
                        ",https://movie.douban.com/subject/1295038/
89,禁闭岛,  Shutter Island,8.7,"
                            导演: Martin Scorsese   主演: 莱昂纳多·迪卡普里奥 Leonardo DiCaprio / ...
                            2010 / 美国 / 剧情 悬疑 惊悚
                        ",https://movie.douban.com/subject/2334904/
90,狩猎,  Jagten,9,"
                            导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...
                            2012 / 丹麦 瑞典 / 剧情
                        ",https://movie.douban.com/subject/6985810/
91,猫鼠游戏,  Catch Me If You Can,8.8,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 莱昂纳多·迪卡普里奥 L...
                            2002 / 美国 加拿大 / 传记 犯罪 剧情
                        ",https://movie.douban.com/subject/1305487/
92,大鱼,  Big Fish,8.7,"
                            导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor / 阿...
                            2003 / 美国 / 剧情 家庭 奇幻 冒险
                        ",https://movie.douban.com/subject/1291545/
93,致命ID,  Identity,8.7,"
                            导演: James Mangold   主演: John Cusack / Ray Liotta / Amanda Peet
                            2003 / 美国 / 剧情 悬疑 惊悚
                        ",https://movie.douban.com/subject/1297192/
94,断背山,  Brokeback Mountain,8.7,"
                            导演: 李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...
                            2005 / 美国 加拿大 / 剧情 爱情 同性 家庭
                        ",https://movie.douban.com/subject/1418834/
95,甜蜜蜜,  Comrades: Almost a Love Story,8.8,"
                            导演: 陈可辛 Peter Chan   主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...
                            1996 / 香港 / 剧情 爱情
                        ",https://movie.douban.com/subject/1305164/
96,射雕英雄传之东成西就,  射鵰英雄傳之東成西就,8.7,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...
                            1993 / 香港 / 喜剧 古装
                        ",https://movie.douban.com/subject/1316510/
